Target,US_Interest_Rate_3Y__diff1,KR_Interest_Rate_3Y__diff1,US_Spread_10Y_3Y__diff1,KR_Spread_10Y_3Y__diff1
1,-0.04,-0.004,0.0199999999999999,0.021999836
0,-0.0300000000000002,-0.0500000000000002,0.03,-0.01499963
1,0.0099999999999997,0.004,0.0,0.0039997099999999
1,0.0700000000000002,-0.0019999999999997,-0.01,-0.0049998739999999
1,0.04,-0.0220000000000002,-0.0099999999999999,0.018000124
0,0.0899999999999998,0.0220000000000002,0.0099999999999999,0.0009999299999999
1,0.0499999999999998,0.0349999999999997,-0.03,0.0209999099999999
0,0.0099999999999997,0.04,0.02,-0.0150001099999999
1,-0.0499999999999998,0.0350000000000001,0.0099999999999999,0.0020001
1,-0.0599999999999996,-0.012,0.03,-0.0090000699999999
0,0.0099999999999997,-0.0649999999999999,-0.0099999999999999,0.0250000999999999
0,-0.0599999999999996,-0.0220000000000002,0.0099999999999999,-0.0269999499999999
1,0.0299999999999993,0.0060000000000002,0.0,0.0019998499999999
0,-0.0099999999999997,0.0110000000000001,0.0,0.0160000359999999
0,-0.0199999999999995,-0.0130000000000003,-0.0199999999999999,-0.0110001559999999
1,0.04,0.0050000000000003,-0.04,-0.0009996899999999
1,0.0,0.0289999999999999,0.0,0.0069999699999999
1,0.1099999999999994,-0.0310000000000001,0.02,-0.0009999299999999
0,0.0,0.0420000000000002,0.03,0.0019998599999999
1,-0.0299999999999993,0.008,0.03,0.01899981
0,-0.0200000000000004,-0.0030000000000001,-0.03,0.00800014
1,0.08,-0.0089999999999998,0.0,-0.0149998699999999
0,0.0599999999999996,0.0539999999999998,-0.03,0.0009999299999999
1,-0.08,0.008,0.0199999999999999,0.0069999699999999
0,0.25,0.0750000000000001,-0.0499999999999999,0.00699997
0,-0.0699999999999994,-0.0630000000000001,0.0099999999999999,0.0160000299999999
0,0.08,0.0369999999999999,0.05,-0.0139999399999999
0,0.0499999999999998,0.0289999999999999,-0.01,0.02799988
1,-0.0600000000000005,0.0060000000000002,-0.0199999999999999,0.0080001299999999
0,0.0600000000000005,-0.048,-0.01,-0.02200007
1,-0.0200000000000004,0.0409999999999999,0.0,-0.0199999799999999
0,0.0,0.044,0.0,0.023
1,-0.0499999999999998,-0.0230000000000001,0.04,-0.00200009
0,0.0200000000000004,0.02,0.0199999999999999,0.0
1,0.0699999999999994,0.0340000000000002,-0.0199999999999999,0.0280001099999999
1,-0.0099999999999997,-0.012,-0.02,-0.0009999299999999
1,-0.04,0.0209999999999999,0.0,-0.01100015
0,0.0700000000000002,-0.0230000000000001,-0.0099999999999999,-0.02500009
0,-0.1600000000000001,-0.02,0.0499999999999999,0.00200009
1,-0.08,-0.0089999999999998,0.0,-0.0149998699999999
1,-0.0300000000000002,-0.052,0.0,-0.02600002
0,0.0300000000000002,-0.0089999999999998,-0.0199999999999999,0.0030000199999999
1,-0.0300000000000002,0.0139999999999997,0.0,0.011999846
0,0.0500000000000007,-0.0129999999999999,0.0,-0.004999876
1,0.0099999999999997,0.012,-0.03,0.0039999499999999
1,-0.04,0.0020000000000002,0.0099999999999999,-0.00999999
0,-0.04,-0.0790000000000001,-0.03,-0.0090000649999999
1,0.0199999999999995,0.004,0.02,-0.007999895
0,0.0200000000000004,0.0329999999999999,0.0,0.00999999
0,-0.0099999999999997,-0.0009999999999998,-0.02,-0.0050001199999999
0,0.0299999999999993,-0.0020000000000002,-0.0099999999999999,-0.010999914
0,0.0700000000000002,-0.0069999999999996,-0.03,0.0009999239999999
1,0.0,0.0209999999999999,-0.01,0.0220000799999999
0,0.0,-0.0100000000000002,0.0,-0.0070002099999999
0,0.04,-0.0189999999999996,0.04,0.0020000899999999
0,0.04,0.0309999999999996,0.03,0.02400017
1,-0.0499999999999998,0.0150000000000001,-0.01,0.012999774
1,-0.0499999999999998,0.012,0.01,0.0020003359999999
0,-0.0700000000000002,-0.0179999999999997,-0.03,-0.0280001199999999
1,-0.0700000000000002,-0.044,-0.01,-0.01800013
1,-0.0499999999999998,-0.0449999999999999,0.01,0.0050001199999999
0,0.1500000000000003,-0.0370000000000003,-0.01,-0.00800014
1,-0.0300000000000002,0.0450000000000003,0.07,0.00300026
1,-0.0499999999999998,-0.012,-0.03,0.00399971
1,-0.0899999999999998,-0.0340000000000002,0.0099999999999999,-0.00899982
1,-0.0600000000000005,-0.0299999999999998,-0.0099999999999999,-0.0069999699999999
0,-0.0099999999999997,-0.0250000000000003,-0.03,-0.018000128
1,0.0899999999999998,-0.0399999999999995,-0.01,0.0210001479999999
1,-0.0700000000000002,0.0019999999999997,0.01,-0.0060000399999999
1,0.0,-0.052,0.0,0.003999946
0,0.0200000000000004,0.0340000000000002,0.0099999999999999,0.003999948
0,0.0,-0.02,0.0,0.0060000419999999
1,0.0099999999999997,0.0179999999999997,-0.0099999999999999,-0.009000066
1,-0.0099999999999997,0.0070000000000001,-0.01,0.0
0,0.08,0.0139999999999997,0.01,-0.0069997299999999
1,-0.04,0.0050000000000003,0.0099999999999999,0.0169997199999999
1,0.0299999999999993,-0.0380000000000002,0.04,0.00400019
0,0.0600000000000005,0.028,0.06,0.0179998899999999
